announce_date,number_of_suspected_case_repoted_to_cdc,number_of_excluded_cases,number_of_abroad_positive_cases,number_of_local_positive_cases,number_of_positive_cases_from_panshi_ship,number_of_unknown_positive_cases,dead,recovery,hospital_quarantine_reported,note,reference
2020-11-18,106288.0,104814.0,515.0,55.0,36.0,1.0,7.0,541.0,59.0,"截至目前累計106,288例新型冠狀病毒肺炎相關通報(含104,814例排除)，其中607例確診，分別為515例境外移入，55例本⼟病例，36例敦睦艦隊及1例不明；另1例(案530)移除為空號。確診個案中7人死亡、541人解除隔離、59人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/3U97psjvxybJqJ51LO1-Dg?typeid=9
2020-11-17,106080.0,104528.0,513.0,55.0,36.0,1.0,7.0,539.0,59.0,"指揮中心統計，截至目前國內累計106,080例新型冠狀病毒肺炎相關通報(含104,528例排除)，其中605例確診，分別為513例境外移入，55例本土病例，36例敦睦艦隊及1例不明；另1例(案530)移除為空號。確診個案中7人死亡、539人解除隔離、59人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/g95ZLVcMOQQN9ilXzK0gKg?typeid=9
2020-11-16,105692.0,104290.0,511.0,55.0,36.0,1.0,7.0,536.0,60.0,"指揮中心統計，截至目前國內累計105,692例新型冠狀病毒肺炎相關通報(含104,290例排除)，其中603例確診，分別為511例境外移入，55例本土病例，36例敦睦艦隊及1例不明；另1例(案530)移除為空號。確診個案中7人死亡、536人解除隔離、60人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/Uf9NDsy114CaBzWiwtKbVw?typeid=9
2020-11-15,105589.0,104108.0,510.0,55.0,36.0,1.0,7.0,536.0,59.0,"指揮中心統計，截至目前國內累計105,589例新型冠狀病毒肺炎相關通報(含104,108例排除)，其中602例確診，分別為510例境外移入，55例本土病例，36例敦睦艦隊及1例不明；另1例(案530)移除為空號。確診個案中7人死亡、536人解除隔離、59人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/NxuZ5E4OaqeFz0SsfVSJ0Q?typeid=9
2020-11-14,105491.0,103959.0,508.0,55.0,36.0,1.0,7.0,535.0,58.0,"指揮中心統計，截至目前國內累計105,491例新型冠狀病毒肺炎相關通報(含103,959例排除)，其中600例確診，分別為508例境外移入，55例本土病例，36例敦睦艦隊及1例不明；另1例(案530)移除為空號。確診個案中7人死亡、535人解除隔離、58人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/omqM152Gt0O3MQuASAcV0Q?typeid=9
2020-11-13,105292.0,103758.0,505.0,55.0,36.0,1.0,7.0,533.0,57.0,"指揮中心統計，截至目前國內累計105,292例新型冠狀病毒肺炎相關通報(含103,758例排除)，其中597例確診，分別為505例境外移入，55例本土病例，36例敦睦艦隊及1例不明；另1例(案530)移除為空號。確診個案中7人死亡、533人解除隔離、57人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/lVhc_5qlUQSIROdY9XswUw?typeid=9
2020-11-12,104908.0,103462.0,497.0,55.0,36.0,1.0,7.0,532.0,50.0,"指揮中心統計，截至目前國內累計104,908例新型冠狀病毒肺炎相關通報(含103,462例排除)，其中589例確診，分別為497例境外移入，55例本土病例，36例敦睦艦隊及1例不明；另1例(案530)移除為空號。確診個案中7人死亡、532人解除隔離、50人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/ysXKcX-b1iJ6Et_-09euhA?typeid=9
2020-11-11,104627.0,103099.0,492.0,55.0,36.0,1.0,7.0,528.0,49.0,"截至目前累計104,627例新型冠狀病毒肺炎相關通報(含103,099例排除)，其中584例確診，分別為492例境外移入，55例本土病例，36例敦睦艦隊及1例不明；另1例(案530)移除為空號。確診個案中7人死亡、528人解除隔離、49人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/PGDJ2izlKGmZaTNFDGwWOA?typeid=9
2020-11-10,104380.0,102711.0,488.0,55.0,36.0,1.0,7.0,528.0,45.0,"截⾄⽬前國內累計104,380例新型冠狀病毒肺炎相關通報(含102,711例排除)，其中580例確診，分別為488例境外移入，55例本⼟病例，36例敦睦艦隊及1例不明；另1例(案530)移除為空號。確診個案中7人死亡、528人解除隔離、45人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/14IR7piq7eTFPREyxeCsSA?typeid=9
2020-11-09,104017.0,102449.0,486.0,55.0,36.0,1.0,7.0,526.0,45.0,"指揮中心統計，截⾄⽬前國內累計104,017例新型冠狀病毒肺炎相關通報(含102,449例排除)，其中578例確診，分別為486例境外移入，55例本⼟病例，36例敦睦艦隊及1例不明； 另1例(案530)移除為空號。確診個案中7人死亡、526人解除隔離、45人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/6Zm8k3ZZqx2zS9Jh6KG7wA?typeid=9
2020-11-08,103897.0,102269.0,485.0,55.0,36.0,1.0,7.0,524.0,46.0,"指揮中心統計，截至目前國內累計103,897例新型冠狀病毒肺炎相關通報(含102,269例排除)，其中577例確診，分別為485例境外移入，55例本土病例，36例敦睦艦隊及1例不明；另1例(案530)移除為空號。確診個案中7人死亡、524人解除隔離、46人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/ddBaUG7r8z12NHADoJpsGA?typeid=9
2020-11-06,103389.0,101843.0,481.0,55.0,36.0,1.0,7.0,523.0,43.0,"截至目前國內累計103,389例新型冠狀病毒肺炎相關通報(含101,843例排除)，其中573例確診，分別為481例境外移入，55例本土病例，36例敦睦艦隊及1例不明；另1例(案530)移除為空號。確診個案中7人死亡，523人解除隔離，43人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/3qbwzOu9wBREvZvBCyQJDQ?typeid=9
2020-11-05,103117.0,101613.0,477.0,55.0,36.0,1.0,7.0,523.0,39.0,"指揮中心統計，截至目前國內累計103,117例新型冠狀病毒肺炎相關通報(含101,613例排除)，其中569例確診，分別為477例境外移入，55例本土病例，36例敦睦艦隊及1例不明； 另1例(案530)移除為空號。確診個案中7人死亡，523人解除隔離，39人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/mscYzYEOOGvj3s5XO-9jvw?typeid=9
2020-11-04,102790.0,101351.0,476.0,55.0,36.0,1.0,7.0,521.0,40.0,"截至目前累計102,790例新型冠狀病毒肺炎相關通報(含101,351例排除)，其中568例確診，分別為476例境外移入，55例本土病例，36例敦睦艦隊及1例不明；另1例(案530)移除為空號。確診個案中7人死亡、521人解除隔離、40人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/6JZcY6JRQ84k_Y0aGJQb3A?typeid=9
2020-11-03,102505.0,101092.0,475.0,55.0,36.0,1.0,7.0,521.0,39.0,"指揮中心統計，截至目前國內累計102,505例新型冠狀病毒肺炎相關通報(含101,092例排除)，其中567例確診，分別為475例境外移入，55例本土病例，36例敦睦艦隊及1例不明； 另1例(案530)移除為空號。確診個案中7人死亡、521人解除隔離、39人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/3De9Yq4qyDkuKj3SJWbf6w?typeid=9
2020-11-02,102153.0,100830.0,471.0,55.0,36.0,1.0,7.0,519.0,37.0,"指揮中心統計，截至目前累計102,153例新型冠狀病毒肺炎相關通報(含100,830例排除)，其中563例確診，分別為471例境外移入，55例本土病例，36例敦睦艦隊及1例不明；另1例(案530)移除為空號。確診個案中7人死亡、519人解除隔離、37人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/aw84Hxn1Jnj0AQ_KQdXU-g?typeid=9
2020-11-01,102037.0,100593.0,466.0,55.0,36.0,1.0,7.0,518.0,33.0,"指揮中心統計，截至目前累計102,037例新型冠狀病毒肺炎相關通報(含100,593例排除)，其中558例確診，分別為466例境外移入，55例本土病例，36例敦睦艦隊及1例不明；另1例(案530)移除為空號。確診個案中7人死亡、518人解除隔離、33人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/eJLlXIjWQuiYOmT22QeswA?typeid=9
2020-10-31,101944.0,100402.0,463.0,55.0,36.0,1.0,7.0,515.0,33.0,"指揮中心統計，截至目前國內累計101,944例新型冠狀病毒肺炎相關通報(含100,402例排除)，其中555例確診，分別為463例境外移入，55例本土病例，36例敦睦艦隊及1例不明；另1例(案530)移除為空號。確診個案中7人死亡、515人解除隔離、33人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/kV6hys0nZ2rMxpydvzpZTA?typeid=9
2020-10-30,101787.0,100194.0,462.0,55.0,36.0,1.0,7.0,514.0,33.0,"指揮中心統計，截至目前國內累計101,787例新型冠狀病毒肺炎相關通報(含100,194例排除)，其中554例確診，分別為462例境外移入，55例本土病例，36例敦睦艦隊及1例不明；另1例(案530)移除為空號。確診個案中7人死亡、514人解除隔離、33人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/QNwNsd-zFjZjBzlbs2CNhA?typeid=9
2020-10-29,101218.0,99950.0,461.0,55.0,36.0,1.0,7.0,513.0,33.0,"指揮中心統計，截至目前累計101,218例新型冠狀病毒肺炎相關通報(含99,950例排除)，其中553例確診，分別為461例境外移入，55例本土病例，36例敦睦艦隊及1例不明。確診個案中7人死亡、513人解除隔離、33人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/le-tdeBFr61CmbF4XfYLLQ?typeid=9
2020-10-28,101021.0,99758.0,458.0,55.0,36.0,1.0,7.0,508.0,35.0,"截至目前累計101,021例新型冠狀病毒肺炎相關通報(含99,758例排除)，其中550例確診，分別為458例境外移入，55例本土病例，36例敦睦艦隊及1例不明。確診個案中7人死亡、508人解除隔離、35人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/z0_aOUHqcXxvXjDE12LuIw?typeid=9
2020-10-24,100306.0,99044.0,458.0,55.0,36.0,1.0,7.0,502.0,41.0,"指揮中心統計，截至目前累計100,306例新型冠狀病毒肺炎相關通報(含99,044例排除)，其中550例確診，分別為458例境外移入，55例本土病例，36例敦睦艦隊及1例不明。確診個案中7人死亡、502人解除隔離、41人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/sPpyXvqjzKAEflJdeMr6fA?typeid=9
2020-10-22,99800.0,98496.0,456.0,55.0,36.0,1.0,7.0,497.0,44.0,"指揮中心統計，國內截至目前累計99,800例新型冠狀病毒肺炎相關通報(含98,496例排除)，其中548例確診，分別為456例境外移入、55例本土病例、36例敦睦艦隊及1例不明。確診個案中7人死亡、497人解除隔離、44人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/JvAzQnNYcj5EOpHQjlM0cw?typeid=9
2020-10-21,99589.0,98282.0,452.0,55.0,36.0,1.0,7.0,495.0,42.0,"中央流行疫情指揮中心今(21)日表示，國內截至目前累計99,589例新型冠狀病毒肺炎相關通報(含98,282例排除)，其中544例確診(今日新增案544)，分別為452例境外移入病例、55例本土病例、36例敦睦艦隊及1例不明。確診個案中7人死亡、495人解除隔離、42人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/am6JobAUOKtVPPwSs1Aizw?typeid=9
2020-10-20,99367.0,98102.0,451.0,55.0,36.0,1.0,7.0,495.0,41.0,"指揮中心統計，國內截至目前累計99,367例新型冠狀病毒肺炎相關通報(含98,102例排除)，其中543例確診，分別為451例境外移入、55例本土病例、36例敦睦艦隊及1例不明。確診個案中7人死亡、495人解除隔離、41人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/PuoXIb-C2QOb9DXO_Fqf6Q?typeid=9
2020-10-19,99051.0,97893.0,448.0,55.0,36.0,1.0,7.0,493.0,40.0,"指揮中心統計，國內截至目前累計99,051例新型冠狀病毒肺炎相關通報(含97,893例排除)，其中540例確診，分別為448例境外移入、55例本土病例、36例敦睦艦隊及1例不明。確診個案中7人死亡、493人解除隔離、40人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/6C32R-g2mKv1qlndcJcSTQ?typeid=9
2020-10-16,98355.0,96969.0,443.0,55.0,36.0,1.0,7.0,491.0,37.0,"指揮中心統計，國內截至目前累計98,355例新型冠狀病毒肺炎相關通報(含96,969例排除)，其中535例確診，分別為443例境外移入、55例本土病例、36例敦睦艦隊及1例不明。確診個案中7人死亡、491人解除隔離、37人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/cNkXwyOiLUIlojTjTV7hGw?typeid=9
2020-10-15,97766.0,96604.0,439.0,55.0,36.0,1.0,7.0,491.0,33.0,"指揮中心統計，國內截至目前累計97,766例新型冠狀病毒肺炎相關通報(含96,604例排除)，其中531例確診，分別為439例境外移入、55例本土病例、36例敦睦艦隊及1例不明。確診個案中7人死亡、491人解除隔離、33人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/Qr6_XutcigVZgs4uSl2ylw?typeid=9
2020-10-14,97437.0,96322.0,438.0,55.0,36.0,1.0,7.0,491.0,32.0,"中央流行疫情指揮中心今(14)日表示，國內無新增確診病例，截至目前國內累計97,437例新型冠狀病毒肺炎相關通報(含96,322例排除)，其中530例確診，分別為438例境外移入病例、55例本土病例、36例敦睦艦隊及1例不明。確診個案中7人死亡、491人解除隔離、32人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/45n64PVajUlXYvOXq0bxcw?typeid=9
2020-10-13,97166.0,96055.0,438.0,55.0,36.0,1.0,7.0,489.0,34.0,"指揮中心統計，國內截至目前累計97,166例新型冠狀病毒肺炎相關通報(含96,055例排除)，其中530例確診，分別為438例境外移入、55例本土病例、36例敦睦艦隊及1例不明。確診個案中7人死亡、489人解除隔離、34人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/jjoJF8-AbKRkZhr82joLYQ?typeid=9
2020-10-12,96859.0,95739.0,437.0,55.0,36.0,1.0,7.0,489.0,33.0,"指揮中心統計，國內截至目前累計96,859例新型冠狀病毒肺炎相關通報(含95,739例排除)，其中529例確診，分別為437例境外移入、55例本土病例、36例敦睦艦隊及1例不明。確診個案中7人死亡、489人解除隔離、33人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/K82SXcDP57pxv1FwrKYuVg?typeid=9
2020-10-09,96280.0,94864.0,435.0,55.0,36.0,1.0,7.0,488.0,32.0,"指揮中心統計，國內截至目前累計96,280例新型冠狀病毒肺炎相關通報(含94,864例排除)，其中527例確診，分別為435例境外移入、55例本土病例、36例敦睦艦隊及1例不明。確診個案中7人死亡、488人解除隔離、32人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/jhGHZCfbgwD4fgON073VeQ?typeid=9
2020-10-08,95691.0,94444.0,432.0,55.0,36.0,1.0,7.0,487.0,30.0,"指揮中心統計，國內截至目前累計95,691例新型冠狀病毒肺炎相關通報(含94,444例排除)，其中524例確診，分別為432例境外移入、55例本土病例、36例敦睦艦隊及1例不明。確診個案中7人死亡、487人解除隔離、30人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/3vVTpb17HgIucwq89pg9FQ?typeid=9
2020-10-07,95262.0,93987.0,431.0,55.0,36.0,1.0,7.0,486.0,30.0,"中央流行疫情指揮中心今(7)日表示，國內截至目前累計95,262例新型冠狀病毒肺炎相關通報(含93,987例排除)，其中523例確診(今日新增案522、523)，分別為431例境外移入、55例本土病例、36例敦睦艦隊及1例不明。確診個案中7人死亡、486人解除隔離、30人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/b8v55VNW1Dw012VYw_zPrA?typeid=9
2020-10-06,95089.0,93745.0,429.0,55.0,36.0,1.0,7.0,485.0,29.0,"指揮中心統計，國內截至目前累計95,089例新型冠狀病毒肺炎相關通報(含93,745例排除)，其中521例確診，分別為429例境外移入病例，55例本土病例，36例敦睦艦隊及1例不明。確診個案中7人死亡、485人解除隔離、29人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/gCJrnRIC7RAfA3-xu0597g?typeid=9
2020-10-05,94734.0,93571.0,426.0,55.0,36.0,1.0,7.0,485.0,26.0,"指揮中心統計，截至目前累計94,734例新型冠狀病毒肺炎相關通報(含93,571例排除)，其中518例確診，分別為426例境外移入，55例本土病例，36例敦睦艦隊及1例不明。確診個案中7人死亡、485人解除隔離、26人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/z7KtyU2PD0WZPJXBixS6fQ?typeid=9
2020-10-02,94067.0,92865.0,425.0,55.0,36.0,1.0,7.0,484.0,26.0,"指揮中心統計，截至目前累計94,067例新型冠狀病毒肺炎相關通報(含92,865例排除)，其中517例確診，分別為425例境外移入，55例本土病例，36例敦睦艦隊及1例不明。確診個案中7人死亡、484人解除隔離、26人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/qb_Rs_JQAOo2IZznUItGZQ?typeid=9
2020-10-01,93914.0,92678.0,423.0,55.0,36.0,1.0,7.0,484.0,24.0,"指揮中心統計，國內截至目前累計93,914例新型冠狀病毒肺炎相關通報(含92,678例排除)，其中515例確診，分別為423例境外移入病例，55例本土病例，36例敦睦艦隊及1例不明。確診個案中7人死亡、484人解除隔離、24人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/8wpkbHw7mFavJRDAdCXqpA?typeid=9
2020-09-30,93651.0,92502.0,422.0,55.0,36.0,1.0,7.0,483.0,24.0,"中央流行疫情指揮中心今(30)日表示，國內截至目前累計93,651例新型冠狀病毒肺炎相關通報(含92,502例排除)，其中514例確診(今日新增案514)，分別為422例境外移入、55例本土病例、36例敦睦艦隊及1例不明。確診個案中7人死亡、483人解除隔離、24人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/OWdr_ON0F98_4-s6-HIPIw?typeid=9
2020-09-28,93181.0,92108.0,421.0,55.0,36.0,1.0,7.0,482.0,24.0,"指揮中心統計，國內截至目前累計93,181例新型冠狀病毒肺炎相關通報(含92,108例排除)，其中513例確診，分別為421例境外移入病例，55例本土病例，36例敦睦艦隊及1例不明。確診個案中7人死亡、482人解除隔離、24人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/rzF905JSLHc0OuMSryy0Tg?typeid=9
2020-09-25,92565.0,91476.0,418.0,55.0,36.0,1.0,7.0,480.0,23.0,"指揮中心統計，國內截至目前累計92,565例新型冠狀病毒肺炎相關通報(含91,476例排除)，其中510例確診，分別為418例境外移入病例，55例本土病例，36例敦睦艦隊及1例不明。確診個案中7人死亡、480人解除隔離、23人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/8ARMCglie2Dyry-hO1DA_w?typeid=9
2020-09-23,92109.0,90980.0,417.0,55.0,36.0,1.0,7.0,480.0,22.0,"中央流行疫情指揮中心表示，國內今(23)日無新增COVID-19(武漢肺炎)確診病例，截至目前國內累計92,109例新型冠狀病毒肺炎相關通報(含90,980例排除)，其中509例確診，分別為417例境外移入、55例本土病例、36例敦睦艦隊及1例不明。確診個案中7人死亡、480人解除隔離、22人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/szpUyKhWIewBeShFh0_doQ?typeid=9
2020-09-21,91652.0,90550.0,417.0,55.0,36.0,1.0,7.0,479.0,23.0,"指揮中心統計，國內截至目前累計91,652例新型冠狀病毒肺炎相關通報(含90,550例排除)，其中509例確診，分別為417例境外移入病例，55例本土病例，36例敦睦艦隊及1例不明。確診個案中7人死亡、479人解除隔離、23人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/0KX_QUqB4vETU642q6HcQQ?typeid=9
2020-09-20,91555.0,90461.0,415.0,55.0,36.0,1.0,7.0,479.0,21.0,"指揮中心統計，國內截至目前累計91,555例新型冠狀病毒肺炎相關通報(含90,461例排除)，其中507例確診，分別為415例境外移入病例，55例本土病例，36例敦睦艦隊及1例不明。確診個案中7人死亡、479人解除隔離、21人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/kiiAiOnQIT-pqmFIYEDyng?typeid=9
2020-09-19,91457.0,90257.0,414.0,55.0,36.0,1.0,7.0,479.0,20.0,"指揮中心統計，國內截至目前累計91,457例新型冠狀病毒肺炎相關通報(含90,257例排除)，其中506例確診，分別為414例境外移入病例，55例本土病例，36例敦睦艦隊及1例不明。確診個案中7人死亡、479人解除隔離、20人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/inKGXY7OZGsgBnEBIvpNzA?typeid=9
2020-09-17,90431.0,89248.0,411.0,55.0,36.0,1.0,7.0,478.0,18.0,"指揮中心統計，國內截至目前累計90,431例新型冠狀病毒肺炎相關通報(含89,248例排除)，其中503例確診，分別為411例境外移入病例，55例本土病例，36例敦睦艦隊及1例不明。確診個案中7人死亡、478人解除隔離、18人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/XXajHB0fogoneRDS5JJ0bg?typeid=9
2020-09-16,90147.0,89071.0,408.0,55.0,36.0,1.0,7.0,477.0,16.0,"中央流行疫情指揮中心今(16)日表示，國內截至目前累計90,147例新型冠狀病毒肺炎相關通報(含89,071例排除)，其中500例確診(今日新增案500)，分別為408例境外移入、55例本土病例、36例敦睦艦隊及1例不明。確診個案中7人死亡、477人解除隔離、16人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/nQYu9IJgMfBT9RbCtxTotg?typeid=9
2020-09-14,89827.0,88690.0,407.0,55.0,36.0,1.0,7.0,476.0,16.0,"指揮中心統計，國內截至目前累計89,827例新型冠狀病毒肺炎相關通報(含88,690例排除)，其中499例確診，分別為407例境外移入病例，55例本土病例，36例敦睦艦隊及1例不明。確診個案中7人死亡、476人解除隔離、16人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/fdD0qGpncHVKN4WKHkvzng?typeid=9
2020-09-11,89310.0,88210.0,406.0,55.0,36.0,1.0,7.0,475.0,16.0,"指揮中心統計，國內截至目前累計89,310例新型冠狀病毒肺炎相關通報(含88,210例排除)，其中498例確診，分別為406例境外移入病例，55例本土病例，36例敦睦艦隊及1例不明。確診個案中7人死亡、475人解除隔離、16人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/PccXE5UIacqAPiqEGLvD8g?typeid=9
2020-09-10,89085.0,88005.0,404.0,55.0,36.0,1.0,7.0,475.0,14.0,"指揮中心統計，國內截至目前累計89,085例新型冠狀病毒肺炎相關通報(含88,005例排除)，其中496例確診，分別為404例境外移入病例，55例本土病例，36例敦睦艦隊及1例不明。確診個案中7人死亡、475人解除隔離、14人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/MEgNMf8t5ePH38nohjVmXw?typeid=9
2020-09-09,88933.0,87859.0,403.0,55.0,36.0,1.0,7.0,475.0,13.0,"中央流行疫情指揮中心表示，國內今(9)日無新增確診病例，截至目前國內累計88,933例新型冠狀病毒肺炎相關通報(含87,859例排除)，其中495例確診，分別為403例境外移入、55例本土病例、36例敦睦艦隊及1例不明。確診個案中7人死亡、475人解除隔離、13人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/piaD6Yu3qfXkxUMCXA63QA?typeid=9
2020-09-08,88748.0,87674.0,403.0,55.0,36.0,1.0,7.0,475.0,13.0,"指揮中心統計，國內截至目前累計88,748例新型冠狀病毒肺炎相關通報(含87,674例排除)，其中495例確診，分別為403例境外移入病例，55例本土病例，36例敦睦艦隊及1例不明。確診個案中7人死亡、475人解除隔離、13人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/q8GxkHsljYYsrZPyTuOWRw?typeid=9
2020-09-07,88558.0,87453.0,402.0,55.0,36.0,1.0,7.0,475.0,12.0,"指揮中心統計，國內截至目前累計88,558例新型冠狀病毒肺炎相關通報(含87,453例排除)，其中494例確診，分別為402例境外移入病例，55例本土病例，36例敦睦艦隊及1例不明。確診個案中7人死亡、475人解除隔離、12人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/h-FHNGFpJ62Gxsfv2Wxzeg?typeid=9
2020-09-06,88385.0,87362.0,401.0,55.0,36.0,1.0,7.0,473.0,13.0,"指揮中心統計，國內截至目前累計88,385例新型冠狀病毒肺炎相關通報(含87,362例排除)，其中493例確診，分別為401例境外移入病例，55例本土病例，36例敦睦艦隊及1例不明。確診個案中7人死亡、473人解除隔離、13人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/zG0qrx9OTVYY9GaGb7rGRQ?typeid=9
2020-09-05,88273.0,87158.0,400.0,55.0,36.0,1.0,7.0,473.0,12.0,"指揮中心統計，國內截至目前累計88,273例新型冠狀病毒肺炎相關通報(含87,158例排除)，其中492例確診，分別為400例境外移入病例，55例本土病例，36例敦睦艦隊及1例不明。確診個案中7人死亡、473人解除隔離、12人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/JHJpL5hhvm7u8a12v6KuTQ?typeid=9
2020-09-04,88031.0,86972.0,398.0,55.0,36.0,1.0,7.0,471.0,,"指揮中心統計，國內截至目前累計88,031例新型冠狀病毒肺炎相關通報(含86,972例排除)，其中490例確診，分別為398例境外移入病例，55例本土病例，36例敦睦艦隊及1例不明。",https://www.cdc.gov.tw/Bulletin/Detail/y2WrfcJmU8dksRCoBqDdoQ?typeid=9
2020-09-02,87646.0,86602.0,397.0,55.0,36.0,1.0,7.0,471.0,11.0,"中央流行疫情指揮中心今(2)日表示，國內截至目前累計87,646例新型冠狀病毒肺炎相關通報(含86,602例排除)，其中489例確診(今日新增案489)，分別為397例境外移入、55例本土病例、36例敦睦艦隊及1例不明。確診個案中7人死亡、471人解除隔離、11人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/olmlGB7h4Bu4L-fgvS4d-Q?typeid=9
2020-08-29,86983.0,85892.0,396.0,55.0,36.0,1.0,7.0,462.0,,"指揮中心統計，國內截至目前累計86,983例新型冠狀病毒肺炎相關通報(含85,892例排除)，其中488例確診，分別為396例境外移入病例，55例本土病例，36例敦睦艦隊及1例不明。",https://www.cdc.gov.tw/Bulletin/Detail/fS4kjKDR17j9V510jvWnkQ?typeid=9
2020-08-26,86419.0,85346.0,395.0,55.0,36.0,1.0,7.0,462.0,18.0,"中央流行疫情指揮中心表示，今(26)日無新增COVID-19(武漢肺炎)確診病例，國內截至目前累計86,419例新型冠狀病毒肺炎相關通報(含85,346例排除)，其中487例確診，分別為395例境外移入，55例本土病例、36例敦睦艦隊及1例不明。確診個案中7人死亡、462人解除隔離、18人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/m6mMN7JozGoe3uVppOQG8A?typeid=9
2020-08-22,85779.0,84685.0,395.0,55.0,36.0,1.0,7.0,457.0,,"指揮中心統計，國內截至目前累計85,779例新型冠狀病毒肺炎相關通報(含84,685例排除)，其中487例確診，分別為395例境外移入，55例本土病例、36例敦睦艦隊及及1例不明。",https://www.cdc.gov.tw/Bulletin/Detail/K0FlnwHHpbQgVMENmxiWOg?typeid=9
2020-08-19,85128.0,84068.0,394.0,55.0,36.0,1.0,7.0,457.0,22.0,"中央流行疫情指揮中心表示，今(19)日無新增COVID-19(武漢肺炎)確診病例，國內截至目前累計85,128例新型冠狀病毒肺炎相關通報(含84,068例排除)，其中486例確診，分別為394例境外移入，55例本土病例、36例敦睦艦隊及1例待釐清。確診個案中7人死亡、457人解除隔離、22人住院隔離中。",https://www.cdc.gov.tw/Bulletin/Detail/vhNmJBscR6Y5lKPVw1wO-w?typeid=9
2020-08-18,84965.0,83864.0,394.0,55.0,36.0,1.0,7.0,450.0,,"指揮中心統計，國內截至目前累計84,965例新型冠狀病毒肺炎相關通報(含83,864例排除)，其中486例確診，分別為394例境外移入、55例本土病例、36例敦睦艦隊及1例待釐清。",https://www.cdc.gov.tw/Bulletin/Detail/Z1RDWYV0EbdBZAlTaeq8Kw?typeid=9
2020-08-17,84704.0,83648.0,393.0,55.0,36.0,1.0,7.0,450.0,,"指揮中心統計，國內截至目前累計84,704例新型冠狀病毒肺炎相關通報(含83,648例排除)，其中485例確診，分別為393例境外移入、55例本土病例、36例敦睦艦隊及1例待釐清。",https://www.cdc.gov.tw/Bulletin/Detail/DVV_PJd2N1J-PovzubuMAA?typeid=9
