announce_date;number_of_suspected_case_repoted_to_cdc;number_of_suspected_case_repoted_to_cdc;number_of_suspected_case_repoted_to_cdc;number_of_local_positive_cases;number_of_positive_cases_from_panshi_ship;number_of_unknown_positive_cases;dead;recovery;hospital_quarantine_reported;note;reference
2020-08-02 ;81932;80924;383;55;36;1;7;441;;截至目前累計81,932例(含80,924例排除)，其中475例確診，分別為383例境外移入、55例本土病例、36例敦睦艦隊及1例待釐清。;"https://www.cdc.gov.tw/Bulletin/Detail/5kFiUY5pFmOPwbLsOgIrSw?typeid=9
https://covid-19.nchc.org.tw/dt_005-covidTable_taiwan.php"
2020-08-01 ;81826;80728;382;55;36;1;7;441;;指揮中心統計，國內截至目前累計81,826例(含80,728例排除)，其中474例確診，分別為382例境外移入，55例本土病例、36例敦睦艦隊及1例待釐清。;"https://www.cdc.gov.tw/Bulletin/Detail/dyAdK_RTDinjr_9tlZNP5A?typeid=9
https://covid-19.nchc.org.tw/dt_005-covidTable_taiwan.php"
2020-07-29 ;81167;80105;376;55;36;0;7;441;19;中央流行疫情指揮中心今(29)日表示，今日無新增 COVID-19(武漢肺炎)確定病例，國內截至目前累計81,167例新型冠狀病毒肺炎相關通報(含80,105例排除)，其中467例確診，分別為376例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡、441人解除隔離、19人住院隔離中。有關7月27日泰國官方公布自台返泰之武漢肺炎檢驗陽性個案，其189位同公司接觸者檢體之核酸及血清抗體檢驗結果皆為陰性，此代表該公司目前未發現有傳播風險，其他可能感染源仍持續調查中，現正比對個案在台行程。;https://www.cdc.gov.tw/Bulletin/Detail/vaiw2mEhEjpnu5_ATbrIUw?typeid=9
2020-07-28 ;80825;79785;376;55;36;0;7;440;;指揮中心統計，國內截至目前累計80,825例新型冠狀病毒肺炎相關通報(含79,785例排除)，其中467例確診，分別為376例境外移入，55例本土病例及36例敦睦艦隊。;https://www.cdc.gov.tw/Bulletin/Detail/JYY5Gh21Xcyu-fudre6AEQ?typeid=9
2020-07-27 ;80623;79642;371;55;36;0;7;440;;指揮中心統計，國內截至目前累計80,623例新型冠狀病毒肺炎相關通報(含79,642例排除)，其中462例確診，分別為371例境外移入，55例本土病例及36例敦睦艦隊。;"https://www.cdc.gov.tw/Bulletin/Detail/G9r29zmlAZ7jDXyEdwm7Lw?typeid=9
https://covid-19.nchc.org.tw/data/cardFolder_cdc/2020-07-27.jpg"
2020-07-24 ;80270;79263;367;55;36;0;7;440;;指揮中心統計，國內截至目前累計80,270例新型冠狀病毒肺炎相關通報(含79,263例排除)，其中458例確診，分別為367例境外移入，55例本土病例及36例敦睦艦隊;"https://www.cdc.gov.tw/Bulletin/Detail/7LuC62qI8-C5bqdFpXSEHg?typeid=9
https://covid-19.nchc.org.tw/data/cardFolder_cdc/2020-07-24.jpg"
2020-07-17 ;79256;78296;363;55;36;0;7;440;;國內截至目前累計79,256例新型冠狀病毒肺炎相關通報(含78,296例排除)，其中454例確診，分別為363例境外移入，55例本土病例及36例敦睦艦隊。;"https://www.cdc.gov.tw/Bulletin/Detail/XPpmmo4mofTng-lR7cG2yw?typeid=9
https://covid-19.nchc.org.tw/data/cardFolder_cdc/2020-07-17.jpg"
2020-07-16 ;79065;78100;361;55;36;0;7;440;;指揮中心統計，國內截至目前累計79,065例新型冠狀病毒肺炎相關通報(含78,100例排除)，其中452例確診，分別為361例境外移入，55例本土病例及36例敦睦艦隊。;"https://www.cdc.gov.tw/Bulletin/Detail/cnYcB-N7-xMINorc4Xr7fw?typeid=9
https://covid-19.nchc.org.tw/data/cardFolder_cdc/2020-07-16.jpg"
2020-07-15 ;78897;77948;360;55;36;0;7;440;4;中央流行疫情指揮中心今(15)日表示，國內無新增確定病例，截至目前累計78,897例新型冠狀病毒肺炎相關通報(含77,948例排除)，其中451例確診，分別為360例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡、440人解除隔離、4人住院隔離中。;"https://www.cdc.gov.tw/Bulletin/Detail/6P3RGrA5aPPd8i16UsLvqg?typeid=9
"
2020-07-10 ;78212;77214;360;55;36;0;7;438;;指揮中心統計，截至目前累計 78,212例(含77,214例排除)，其中451例確診，分別為360例境外移入，55例本土病例及36例敦睦艦隊。;"https://www.cdc.gov.tw/Bulletin/Detail/wLoeVt-PYgU4Jg_rD07Kzw?typeid=9
https://covid-19.nchc.org.tw/data/cardFolder_cdc/2020-07-10.jpg"
2020-07-08 ;77876;76942;358;55;36;0;7;438;4;中央流行疫情指揮中心今(8)日表示，國內無新增確定病例，截至目前累計77,876例新型冠狀病毒肺炎相關通報(含76,942例排除)，其中449例確診，分別為358例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡、438人解除隔離、4人住院隔離中。另針對日前日本確診一名自台灣返回日本之日籍女學生，經採驗在台之123名接觸者及同校曾有發燒、呼吸道症狀之師生共90人(非接觸者)抗體，結果均為陰性。;https://www.cdc.gov.tw/Bulletin/Detail/IzDLNFkOfuBXU9Z3m7n7Dg?typeid=9
2020-07-03 ;77157;76225;358;55;36;0;7;438;;指揮中心統計，國內截至目前累計77,157例新型冠狀病毒肺炎相關通報(含76,225例排除)，其中449例確診，分別為358例境外移入，55例本土病例及36例敦睦艦隊。;"https://www.cdc.gov.tw/Bulletin/Detail/AMcQ1Xe4hhOoYw93vw-wag?typeid=9
https://covid-19.nchc.org.tw/data/cardFolder_cdc/2020-07-03.jpg"
2020-07-01 ;76883;75925;356;55;36;0;7;438;2;中央流行疫情指揮中心今(1)日表示，國內無新增確定病例，截至目前累計76,883例新型冠狀病毒肺炎相關通報(含75,925例排除)，其中447例確診，分別為356例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡、438人解除隔離、2人住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/AunW2hyxgY8nPkl1JYYg2Q?typeid=9
2020-06-25 ;75815;74864;356;55;36;0;7;435;;指揮中心統計，截至目前累計 75,815例新型冠狀病毒肺炎相關通報(含74,864例排除)，其中447例確診，分別為356例境外移入，55例本土病例及36例敦睦艦隊。 ;"https://www.cdc.gov.tw/Bulletin/Detail/hqqL3P5NnrY-eFFWnGAatg?typeid=9
https://covid-19.nchc.org.tw/data/cardFolder_cdc/2020-06-25.jpg"
2020-06-24 ;75642;74735;355;55;36;0;7;435;;中央流行疫情指揮中心今(24)日表示，國內無新增確定病例，截至目前累計75,642例新型冠狀病毒肺炎相關通報(含74,735例排除)，其中446例確診，分別為355例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，435人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/J-jZuTFVjXbXhBBqr61h7w?typeid=9
2020-06-18 ;74842;73939;355;55;36;0;7;434;;指揮中心統計，國內截至目前累計74,842例新型冠狀病毒肺炎相關通報(含73,939例排除)，其中446例確診，分別為355例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，434人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/_SL3QN0861q-blTbXnEe-A?typeid=9
2020-06-17 ;74699;73775;354;55;36;0;7;434;;中央流行疫情指揮中心今(17)日表示，國內截至目前累計74,699例新型冠狀病毒肺炎相關通報(含73,775例排除)，其中445例確診，分別為354例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，434人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/83k1oGCSBiSlnIdtc17cKQ?typeid=9
2020-06-17 ;;;;;;;;;;中央流行疫情指揮中心今(17)日表示，考量長期隔離治療對個案身心之影響及醫療資源使用之適當性，經參考國際作法及相關研究實證並諮詢專家後，將現行確診個案解除隔離條件，由連續3次呼吸道檢體檢驗陰性，調整為連續2次檢驗陰性即可解除隔離。;https://www.cdc.gov.tw/Bulletin/Detail/CvR9DqAHHAbt3teQ5cMMfA?typeid=9
2020-06-15 ;74409;73507;354;55;36;0;7;433;;指揮中心統計，國內截至目前累計74,409例新型冠狀病毒肺炎相關通報(含73,507例排除)，其中445例確診，分別為354例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，433人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/r21tO_Sb8QqC0Oa9OdZjMg?typeid=9
2020-06-10 ;73751;72824;352;55;36;0;7;431;;中央流行疫情指揮中心今(10)日表示，國內無新增病例，截至目前累計73,751例新型冠狀病毒肺炎相關通報(含72,824例排除)，其中443例確診，分別為352例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，431人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/aL2rUdFBmAyUJvtx5mkNpA?typeid=9
2020-06-07 ;73359;72467;352;55;36;0;7;430;;中央流行疫情指揮中心今(7)日表示，國內無新增病例，昨(6)日新增134例新型冠狀病毒肺炎相關通報，截至目前累計通報73,359例(含72,467例排除)，其中443例確診，分別為352例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，430人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/VcdAAClvchXYx-IH8Z2VIg?typeid=9
2020-06-06 ;73225;72290;352;55;36;0;7;429;;中央流行疫情指揮中心今(6)日表示，國內無新增病例，昨(5)日新增185例新型冠狀病毒肺炎相關通報，截至目前累計通報73,225例(含72,290例排除)，其中443例確診，分別為352例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，429人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/List/MmgtpeidAR5Ooai4-fgHzQ?page=4
2020-06-05 ;73040;72089;352;55;36;0;7;429;;中央流行疫情指揮中心今(5)日表示，國內無新增病例，昨(4)日新增170例新型冠狀病毒肺炎相關通報，截至目前累計通報73,040例(含72,089例排除)，其中443例確診，分別為352例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，429人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/q_oVMUUh-Gn4ERMn-c5ZnA?typeid=9
2020-06-04 ;72871;71914;352;55;36;0;7;428;;中央流行疫情指揮中心今(4)日表示，國內無新增病例，昨(3)日新增 189例新型冠狀病毒肺炎相關通報，截至目前累計通報72,871例(含71,914例排除)，其中443例確診，分別為352例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，428人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/eMOp7HiUF2707vo8GPdYOw?typeid=9
2020-06-03 ;72683;71729;352;55;36;0;7;428;;中央流行疫情指揮中心今(3)日表示，國內無新增病例，昨(2)日新增178例新型冠狀病毒肺炎相關通報，截至目前累計通報72,683例(含71,729例排除)，其中443例確診，分別為352例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，428人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/rWxxHolsA5DEEpJxm5zpoQ?typeid=9
2020-06-02 ;72507;71484;352;55;36;0;7;427;;中央流行疫情指揮中心今(2)日表示，國內無新增病例，昨(1)日新增188例新型冠狀病毒肺炎相關通報，截至目前累計通報72,507例(含71,484例排除)，其中443例確診，分別為352例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，427人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/jeNBjBST3353N8BKRuKYVQ?typeid=9
2020-06-01 ;72319;71287;352;55;36;0;7;427;;中央流行疫情指揮中心今(1)日表示，國內昨(31)日新增237例新型冠狀病毒肺炎相關通報，截至目前累計通報72,319例(含71,287例排除)，其中443例確診(今日新增案443)，分別為352例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，427人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/E8ZwH9zVNq21O-EItgoiEQ?typeid=9
2020-05-31 ;72082;71127;351;55;36;0;7;423;;中央流行疫情指揮中心今(31)日表示，國內無新增病例，昨(30)日新增174例新型冠狀病毒肺炎相關通報，截至目前累計通報72,082例(含71,127例排除)，其中442例確診，分別為351例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，423人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/WT6NHojwm7MDFOffV6qTrQ?typeid=9
2020-05-30 ;71909;70959;351;55;36;0;7;421;;中央流行疫情指揮中心今(30)日表示，國內無新增病例，昨(29)日新增159例新型冠狀病毒肺炎相關通報，截至目前累計通報71,909例(含70,959例排除)，其中442例確診，分別為351例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，421人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/KS9Q8j3TDNB_7VR-KQ7X7w?typeid=9
2020-05-29 ;71750;70790;351;55;36;0;7;420;;中央流行疫情指揮中心今(29)日表示，國內昨(28)日新增169例新型冠狀病毒肺炎相關通報，截至目前累計通報71,750例(含70,790例排除)，其中442例確診(今日新增案442)，分別為351例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，420人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/saHIt0bpuFDX9vYMx0k6vg?typeid=9
2020-05-28 ;71581;70616;350;55;36;0;7;420;;中央流行疫情指揮中心今(28)日表示，國內今日無新增病例，昨(27)日新增185例新型冠狀病毒肺炎相關通報，截至目前累計通報71,581例(含70,616例排除)，其中441例確診，分別為350例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，420人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/SZrHbQk0ljc3NwqGFAsBiQ?typeid=9
2020-05-27 ;71405;70330;350;55;36;0;7;419;;中央流行疫情指揮中心今(27)日表示，國內今日無新增病例，昨(26)日新增310例新型冠狀病毒肺炎相關通報，截至目前累計通報71,405例(含70,330例排除)，其中441例確診，分別為350例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，419人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/msK3GW7WOA7-HTKMJjJWiw?typeid=9
2020-05-26 ;71101;70126;350;55;36;0;7;416;;中央流行疫情指揮中心今(26)日表示，國內今日無新增病例，昨(25)日新增223例新型冠狀病毒肺炎相關通報，截至目前累計通報71,101例(含70,126例排除)，其中441例確診，分別為350例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，416人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/Z_QYrrwNfIj1e3Ko3jFsRg?typeid=9
2020-05-26 ;;;;;;;;;;"中央流行疫情指揮中心今(26)日公布本次敦睦艦隊COVID-19(武漢肺炎)群聚疫情調查結果，共發現36名病毒核酸檢驗陽性之確定病例和8名血清抗體陽性之極可能病例，所有病例皆為磐石艦人員，該艦已有四波人傳人疫情。確定病例中最早發病日為抵達帛琉之前，且感染源不明，顯示3月當時國內有零星社區感染個案，然而經密切監測與追蹤，本起群聚事件並未造成帛琉及台灣社區次波傳染。
指揮中心表示，本次群聚疫情共36名確定病例，男性32名，女性4名，年齡介於20多歲至40多歲。25名有症狀者發病日介於3月10日至4月22日，主要症狀包含：嗅覺異常、咳嗽、喉嚨痛等；另有11名確定病例及3名極可能病例無症狀。";https://www.cdc.gov.tw/Bulletin/Detail/ZcopDNy9TjfFRtgy8RJuTA?typeid=9
2020-05-25 ;70880;69928;350;55;36;0;7;415;;中央流行疫情指揮中心今(25)日表示，國內今日無新增病例，昨(24)日新增183例新型冠狀病毒肺炎相關通報，截至目前累計通報70,880例(含69,928例排除)，其中441例確診，分別為350例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，415人解除隔離，其餘持續住院隔離中。此外，國內進行居家隔離之接觸者已全數監測期滿，管理中人數今日歸零。;https://www.cdc.gov.tw/Bulletin/Detail/-GrZD1Y0BnjCH_HPY2Zlyg?typeid=9
2020-05-24 ;70697;69745;350;55;36;0;7;414;;中央流行疫情指揮中心今(24)日表示，國內今日無新增病例，昨(23)日新增171例新型冠狀病毒肺炎相關通報，截至目前累計通報70,697例(含69,745例排除)，其中441例確診，分別為350例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，414人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/S1_I5sEXF06LuRduBwk-gg?typeid=9
2020-05-23 ;70526;69545;350;55;36;0;7;411;;中央流行疫情指揮中心今(23)日表示，國內今日無新增病例，昨(22)日新增190例新型冠狀病毒肺炎相關通報，截至目前累計通報70,526例(含69,545例排除)，其中441例確診，分別為350例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，411人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/XWcR3vukYyl7GO30GZnYig?typeid=9
2020-05-22 ;70338;69324;350;55;36;0;7;408;;中央流行疫情指揮中心今(22)日表示，國內今日無新增病例，昨(21)日新增238例新型冠狀病毒肺炎相關通報，截至目前累計通報70,338例(含69,324例排除)，其中441例確診，分別為350例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，408人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/_JH3cztOCLyrjf4oMVCvdw?typeid=9
2020-05-21 ;70100;69077;350;55;36;0;7;407;;"中央流行疫情指揮中心今(21)日表示，國內昨(20)日新增226例新型冠狀病毒肺炎相關通報，截至目前累計通報70,100例(含69,077例排除)，其中441例確診(今日新增案441)，分別為350例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，407人解除隔離，其餘持續住院隔離中。
指揮中心指出，為強化國內社區監測，實驗室主動針對流感併發重症陰性檢體進行新型冠狀病毒檢驗，1月24日至5月18日間共計完成431件，僅檢出1例陽性(案19)，其餘皆為陰性。";https://www.cdc.gov.tw/Bulletin/Detail/Exol44qH7JgKBdH0VvZfSA?typeid=9
2020-05-20 ;69876;68824;349;55;36;0;7;402;;中央流行疫情指揮中心今(20)日表示，國內今日無新增病例，昨(19)日新增224例新型冠狀病毒肺炎相關通報，截至目前累計通報69,876例(含68,824例排除)，其中440例確診，分別為349例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，402人解除隔離，其餘持續住院隔離中。有關129名印度返台民眾，已監測期滿解除隔離，今日返家自主健康管理。;https://www.cdc.gov.tw/Bulletin/Detail/EhkjYaEtGkRUo_mQC0WhPQ?typeid=9
2020-05-19 ;69657;68588;349;55;36;0;7;401;;中央流行疫情指揮中心今(19)日表示，國內今日無新增病例，昨(18)日新增268例新型冠狀病毒肺炎相關通報，截至目前累計通報69,657例(含68,588例排除)，其中440例確診，分別為349例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，401人解除隔離，其餘持續住院隔離中。有關129名印度返台民眾，目前無後送就醫者，全員持續於集中檢疫所密切健康監測。;https://www.cdc.gov.tw/Bulletin/Detail/c4rwvT--ae8c0wKIWPyTjQ?typeid=9
2020-05-18 ;69395;68353;349;55;36;0;7;398;;中央流行疫情指揮中心今(18)日表示，國內今日無新增病例，昨(17)日新增189例新型冠狀病毒肺炎相關通報，截至目前累計通報69,395例(含68,353例排除)，其中440例確診，分別為349例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，398人解除隔離，其餘持續住院隔離中。有關129名印度返台民眾，目前2人後送就醫，其餘持續於集中檢疫所密切健康監測。;https://www.cdc.gov.tw/Bulletin/Detail/SXUKk3KipAb5AEMNSwR12w?typeid=9
2020-05-17 ;69206;68139;349;55;36;0;7;395;;中央流行疫情指揮中心今(17)日表示，國內今日無新增病例，昨(16)日新增218例新型冠狀病毒肺炎相關通報，截至目前累計通報69,206例(含68,139例排除)，其中440例確診，分別為349例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，395人解除隔離，其餘持續住院隔離中。有關129名印度返台民眾，目前無後送就醫者，全員持續於集中檢疫所密切健康監測。;https://www.cdc.gov.tw/Bulletin/Detail/IB31UZlkcuHXfUqGy2ddIw?typeid=9
2020-05-16 ;68988;67856;349;55;36;0;7;389;;中央流行疫情指揮中心今(16)日表示，國內今日無新增病例，昨(15)日新增332例新型冠狀病毒肺炎相關通報，截至目前累計通報68,988例(含67,856例排除)，其中440例確診，分別為349例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，389人解除隔離，其餘持續住院隔離中。有關129名印度返台民眾，目前無後送就醫者，全員持續於集中檢疫所密切健康監測。;https://www.cdc.gov.tw/Bulletin/Detail/3afBq9x3b5v-P9zj1FMx-w?typeid=9
2020-05-15 ;68659;67550;349;55;36;0;7;387;;中央流行疫情指揮中心今(15)日表示，國內今日無新增病例，昨(14)日新增324例新型冠狀病毒肺炎相關通報，截至目前累計通報68,659例(含67,550例排除)，其中440例確診，分別為349例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，387人解除隔離，其餘持續住院隔離中。有關129名印度返台民眾，目前1人後送就醫，其餘持續於集中檢疫所密切健康監測。;https://www.cdc.gov.tw/Bulletin/Detail/ilwWaQOJ-t_yFm1MHGq5tg?typeid=9
2020-05-14 ;68335;67265;349;55;36;0;7;383;;中央流行疫情指揮中心今(14)日表示，國內今日無新增病例，昨(13)日新增228例新型冠狀病毒肺炎相關通報，截至目前累計通報68,335例(含67,265例排除)，其中440例確診，分別為349例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，383人解除隔離，其餘持續住院隔離中。有關129名印度返台民眾，目前1人後送就醫，其餘持續於集中檢疫所密切健康監測。;https://www.cdc.gov.tw/Bulletin/Detail/OvDC54yxv84UUOCVHJsS7A?typeid=9
2020-05-13 ;68107;66948;349;55;36;0;7;375;;中央流行疫情指揮中心今(13)日表示，國內今日無新增病例，昨(12)日新增350例新型冠狀病毒肺炎相關通報，截至目前累計通報68,107例(含66,948例排除)，其中440例確診，分別為349例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，375人解除隔離，其餘持續住院隔離中。有關129名印度返台民眾，目前1人有呼吸道症狀後送就醫，其餘持續於集中檢疫所密切健康監測。;https://www.cdc.gov.tw/Bulletin/Detail/0UypX2dd85pt9YlHilCb1w?typeid=9
2020-05-12 ;67758;66605;349;55;36;0;7;372;;中央流行疫情指揮中心今(12)日表示，國內今日無新增病例，昨(11)日新增363例新型冠狀病毒肺炎相關通報，截至目前累計通報67,758例(含66,605例排除)，其中440例確診，分別為349例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，372人解除隔離，其餘持續住院隔離中。有關129名印度返台民眾，全員持續於集中檢疫所密切健康監測。;https://www.cdc.gov.tw/Bulletin/Detail/jTbxMFGoCtXzAWcjhfQtaA?typeid=9
2020-05-11 ;67400;66298;349;55;36;0;7;368;;"中央流行疫情指揮中心今(11)日表示，國內今日無新增病例；另確診個案新增1例死亡(國內第7例死亡)。為境外移入個案(案197，40多歲男性)，本身無慢性病史，3月19日發病、3月21日就醫、3月24日確診，個案於入院時無肺炎，收治一般隔離病房，3月28日因呼吸喘，轉至加護病房隔離，使用葉克膜治療，後續個案因多重器官衰竭，不幸於5月10日病逝。
指揮中心統計，昨(10)日新增267例新型冠狀病毒肺炎相關通報，截至目前累計通報67,400例(含66,298例排除)，其中440例確診，分別為349例境外移入，55例本土病例及36例敦睦艦隊。確診個案中7人死亡，368人解除隔離，其餘持續住院隔離中。有關129名印度返台民眾，全員持續於集中檢疫所密切健康監測。";https://www.cdc.gov.tw/Bulletin/Detail/n2NjXLcCQXiQ171p7L7nhg?typeid=9
2020-05-10 ;67133;66005;349;55;36;0;6;366;;中央流行疫情指揮中心今(10)日表示，國內今日無新增病例，昨(9)日新增272例新型冠狀病毒肺炎相關通報，截至目前累計通報67,133例(含66,005例排除)，其中440例確診，分別為349例境外移入，55例本土病例及36例敦睦艦隊。確診個案中6人死亡，366人解除隔離，其餘持續住院隔離中。有關129名印度返台民眾，全員持續於集中檢疫所密切健康監測。;https://www.cdc.gov.tw/Bulletin/Detail/EKvIxtZ0OwCUzeHXum1VBA?typeid=9
2020-05-09 ;66861;65619;349;55;36;0;6;361;;中央流行疫情指揮中心今(9)日表示，國內今日無新增病例，昨(8)日新增403例新型冠狀病毒肺炎相關通報，截至目前累計通報66,861例(含65,619例排除)，其中440例確診，分別為349例境外移入，55例本土病例及36例敦睦艦隊。確診個案中6人死亡，361人解除隔離，其餘持續住院隔離中。有關129名印度返台民眾，目前維持1人後送就醫，其餘持續於集中檢疫所密切健康監測。;https://www.cdc.gov.tw/Bulletin/Detail/DANAwp83OKJbz1oNu_iUxQ?typeid=9
2020-05-08 ;66460;65211;349;55;36;0;6;355;;中央流行疫情指揮中心今(8)日表示，國內今日無新增病例，昨(7)日新增422例新型冠狀病毒肺炎相關通報，截至目前累計通報66,460例(含65,211例排除)，其中440例確診，分別為349例境外移入，55例本土病例及36例敦睦艦隊。確診個案中6人死亡，355人解除隔離，其餘持續住院隔離中。有關129名印度返台民眾，目前1人後送就醫，其餘持續於集中檢疫所密切健康監測。;https://www.cdc.gov.tw/Bulletin/Detail/KxbDDNIQs2ZzZcFaecfm7g?typeid=9
2020-05-07 ;66046;64754;349;55;36;0;6;347;;中央流行疫情指揮中心今(7)日表示，國內昨(6)日新增458例新型冠狀病毒肺炎相關通報，截至目前累計通報66,046例(含64,754例排除)，其中440例確診(今日新增案440)，分別為349例境外移入，55例本土病例及36例敦睦艦隊。確診個案中6人死亡，347人解除隔離，其餘持續住院隔離中。有關129名印度返台民眾，目前無後送就醫者，持續於集中檢疫所密切健康監測。;https://www.cdc.gov.tw/Bulletin/Detail/w_CiiqPzUBAldMNyRYhu0Q?typeid=9
2020-05-06 ;65589;64247;348;55;36;0;6;339;;"中央流行疫情指揮中心今(6)日表示，國內昨(5)日新增634例新型冠狀病毒肺炎相關通報，截至目前累計通報65,589例(含64,247例排除)，其中439例確診(今日新增案439)，分別為348例境外移入，55例本土病例及36例敦睦艦隊。確診個案中6人死亡，339人解除隔離，其餘持續住院隔離中。
指揮中心進一步指出，4月21日第四班定點返台專案航班共229名湖北返台民眾，已監測期滿解除隔離，今日返家自主健康管理；另有關129名印度返台民眾，檢驗結果均為陰性，目前無後送就醫者，持續於集中檢疫所密切健康監測。";https://www.cdc.gov.tw/Bulletin/Detail/DZSBM654J3t3R35Rsh8KJA?typeid=9
2020-05-05 ;64958;63587;347;55;36;0;6;334;;"中央流行疫情指揮中心今(5)日表示，國內今日無新增確診病例；昨(4)日新增530例新型冠狀病毒肺炎相關通報，截至目前累計通報64,958例(含63,587例排除)，其中438例確診，分別為347例境外移入，55例本土病例及36例敦睦艦隊。確診個案中6人死亡，334人解除隔離，其餘持續住院隔離中。
指揮中心進一步指出，昨日晚間自印度搭乘專機之129人已於今日清晨抵台，其中9名有症狀者經採檢後，已與其他人一起送往集中檢疫所隔離。有關4月20日第三班定點返台專案航班共231名湖北返台民眾，截至目前1人就醫治療中、1人陪同就醫，其餘均已監測期滿解除隔離，今日返家自主健康管理；第四班定點返台專案航班共229人持續於集中檢疫所，預計明日解除隔離。";https://www.cdc.gov.tw/Bulletin/Detail/gPjOPovdWU2ucOFvPAkN9Q?typeid=9
